Model Architecture,Loss Function,Learning Rate,Accuracy Train,Accuracy Test,Num Lags,Num Layers,Hidden Size
"[Linear(in_features=20, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5292134881019592,0.5132496356964111,13,3,30
"[Linear(in_features=20, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5292134881019592,0.5132496356964111,13,3,30
"[Linear(in_features=20, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5292134881019592,0.5132496356964111,13,3,30
"[Linear(in_features=20, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5292134881019592,0.5132496356964111,13,3,30
"[Linear(in_features=20, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5292134881019592,0.5132496356964111,13,3,30
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=50, bias=True), ReLU(), Linear(in_features=50, out_features=40, bias=True), ReLU(), Linear(in_features=40, out_features=30, bias=True), ReLU(), Linear(in_features=30, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5292134881019592,0.5132496356964111,13,5,50
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5292134881019592,0.5132496356964111,13,2,1
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.47078651189804077,0.4867503345012665,13,2,5
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.47078651189804077,0.4867503345012665,13,2,10
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5286517143249512,0.5132496356964111,13,2,20
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), ReLU(), Linear(in_features=1, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5292134881019592,0.5132496356964111,13,6,1
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=5, bias=True), ReLU(), Linear(in_features=5, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.47078651189804077,0.4867503345012665,13,6,5
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.1,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.001,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.01,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=10, bias=True), ReLU(), Linear(in_features=10, out_features=1, bias=True), Sigmoid()]",CrossEntropyLoss(),0.1,0.5292134881019592,0.5132496356964111,13,6,10
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.001,0.47078651189804077,0.4867503345012665,13,6,20
"[Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=20, bias=True), ReLU(), Linear(in_features=20, out_features=1, bias=True), Sigmoid()]",BCELoss(),0.01,0.47078651189804077,0.4867503345012665,13,6,20
